<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
Arya.Sasol.Polymer,20211101,105420.00,109500.00,105420.00,108310.00,101707584458,939039,3255,D,105419.00,108130.00
Arya.Sasol.Polymer,20211031,109519.00,109999.00,103700.00,105419.00,134983319119,1280444,5198,D,109060.00,104012.00
Arya.Sasol.Polymer,20211030,108701.00,111271.00,107000.00,109060.00,163103169528,1495534,5089,D,109639.00,107445.00
Arya.Sasol.Polymer,20211027,108026.00,110920.00,106447.00,109639.00,135919958727,1239709,4028,D,105908.00,110290.00
Arya.Sasol.Polymer,20211026,106000.00,108500.00,104362.00,105908.00,154065693543,1454712,3871,D,104362.00,107200.00
Arya.Sasol.Polymer,20211025,104000.00,106199.00,102600.00,104362.00,138631906582,1328374,4333,D,106055.00,103700.00
Arya.Sasol.Polymer,20211023,108000.00,109000.00,105280.00,106055.00,149627613446,1410849,4948,D,110816.00,105525.00
Arya.Sasol.Polymer,20211020,110000.00,112330.00,109020.00,110816.00,163836263691,1478448,4119,D,110351.00,109963.00
Arya.Sasol.Polymer,20211019,110265.00,111917.00,108980.00,110351.00,158180331932,1433433,3654,D,110265.00,110000.00
Arya.Sasol.Polymer,20211018,107020.00,112890.00,107020.00,110265.00,159134972721,1443202,4156,D,109618.00,110630.00
Arya.Sasol.Polymer,20211017,111001.00,112490.00,107910.00,109618.00,165183826901,1506906,4560,D,110702.00,108500.00
Arya.Sasol.Polymer,20211016,107000.00,110876.00,107000.00,110702.00,218123098051,1970359,4027,D,105597.00,110876.00
Arya.Sasol.Polymer,20211013,107000.00,109000.00,104000.00,105597.00,220465323132,2087807,4494,D,108302.00,105998.00
Arya.Sasol.Polymer,20211012,112000.00,112300.00,107492.00,108302.00,252760797194,2333843,5474,D,113149.00,108200.00
Arya.Sasol.Polymer,20211011,112100.00,115000.00,111725.00,113149.00,102953024241,909888,3807,D,112057.00,111929.00
Arya.Sasol.Polymer,20211010,112291.00,115000.00,109000.00,112057.00,145902676470,1302041,4356,D,113965.00,113520.00
Arya.Sasol.Polymer,20211009,114450.00,116700.00,112000.00,113965.00,197536704439,1733303,4966,D,117274.00,113020.00
Arya.Sasol.Polymer,20211006,116642.00,118300.00,114972.00,117274.00,148567889609,1266848,4479,D,115942.00,116700.00
Arya.Sasol.Polymer,20211004,115800.00,117147.00,114000.00,115942.00,306463803501,2643256,6363,D,116798.00,116762.00
Arya.Sasol.Polymer,20211003,118000.00,119624.00,115435.00,116798.00,514104456852,4401660,9045,D,117729.00,115809.00
Arya.Sasol.Polymer,20211002,116000.00,117823.00,114500.00,117729.00,527253848740,4478545,7489,D,112213.00,117823.00
Arya.Sasol.Polymer,20210929,105580.00,113118.00,105580.00,112213.00,354705769736,3161017,7226,D,107732.00,113118.00
Arya.Sasol.Polymer,20210928,104950.00,109121.00,104950.00,107732.00,159881757178,1484064,5452,D,105501.00,107599.00
Arya.Sasol.Polymer,20210926,107900.00,107900.00,102550.00,105501.00,248467955076,2355121,5889,D,104830.00,106510.00
Arya.Sasol.Polymer,20210925,103501.00,105072.00,103400.00,104830.00,301971183474,2880567,6623,D,100069.00,105072.00
Arya.Sasol.Polymer,20210922,99000.00,103990.00,96560.00,100069.00,239611611397,2394460,7139,D,99269.00,103400.00
Arya.Sasol.Polymer,20210921,103604.00,103605.00,98434.00,99269.00,249599031114,2514375,6882,D,103614.00,99951.00
Arya.Sasol.Polymer,20210920,103450.00,105940.00,102527.00,103614.00,117862754794,1137520,4496,D,102526.00,102800.00
Arya.Sasol.Polymer,20210919,103500.00,108000.00,100900.00,102526.00,201275588219,1963159,6452,D,105940.00,103443.00
Arya.Sasol.Polymer,20210918,109795.00,109795.00,104200.00,105940.00,168761410412,1592990,5973,D,109667.00,104510.00
Arya.Sasol.Polymer,20210915,110460.00,112283.00,108000.00,109667.00,148567023104,1354706,9745,D,110771.00,109116.00
Arya.Sasol.Polymer,20210914,108010.00,111799.00,108010.00,110771.00,145871925466,1316881,7118,D,108375.00,110760.00
Arya.Sasol.Polymer,20210913,109800.00,111000.00,106000.00,108375.00,172908386731,1595467,6824,D,109922.00,107850.00
Arya.Sasol.Polymer,20210912,114000.00,114000.00,108100.00,109922.00,239643026426,2180126,6766,D,113789.00,111550.00
Arya.Sasol.Polymer,20210911,116270.00,116300.00,112718.00,113789.00,174045482727,1529539,5135,D,113679.00,114100.00
Arya.Sasol.Polymer,20210908,114622.00,114980.00,112200.00,113679.00,210952440658,1855691,14250,D,113928.00,114500.00
Arya.Sasol.Polymer,20210907,112700.00,116129.00,112700.00,113928.00,237451175465,2084221,9615,D,116129.00,113153.00
Arya.Sasol.Polymer,20210906,118700.00,118700.00,114510.00,116129.00,239462989684,2062039,10525,D,117657.00,114790.00
Arya.Sasol.Polymer,20210905,118999.00,119400.00,114528.00,117657.00,252927772905,2149707,7747,D,118461.00,118000.00
Arya.Sasol.Polymer,20210904,117000.00,119937.00,115611.00,118461.00,501213790561,4231031,8954,D,114226.00,118999.00
Arya.Sasol.Polymer,20210901,110547.00,114528.00,110547.00,114226.00,556518087636,4872095,6508,D,109075.00,114528.00
Arya.Sasol.Polymer,20210831,104550.00,114000.00,104515.00,109075.00,362244938959,3321062,9419,D,110011.00,111779.00
Arya.Sasol.Polymer,20210830,110000.00,112596.00,109720.00,110011.00,688282897633,6256472,8225,D,115494.00,109720.00
Arya.Sasol.Polymer,20210829,116850.00,118222.00,112306.00,115494.00,628856009155,5444931,12474,D,118216.00,113020.00
Arya.Sasol.Polymer,20210828,119950.00,119950.00,116500.00,118216.00,466081211804,3942640,11276,D,118757.00,118759.00
Arya.Sasol.Polymer,20210825,121900.00,121900.00,116000.00,118757.00,512778694435,4317883,11936,D,120643.00,119001.00
Arya.Sasol.Polymer,20210824,118200.00,123200.00,118180.00,120643.00,642227225169,5323352,9933,D,120438.00,120905.00
Arya.Sasol.Polymer,20210823,123900.00,123900.00,118200.00,120438.00,730750769743,6067464,13377,D,122520.00,120000.00
